package_ndc,generic_name,dosage_form,presentation,company_name,initial_posting_date,update_date,discontinued_date,availability,status,shortage_reason,therapeutic_category,update_type,related_info,shortage,manufacturer_count,shortage_frequency,drug_shortage_frequency,log_drug_freq,complexity_Low,complexity_Medium
82667-800-01,Triamcinolone Acetonide Injection,Injection,"Triesence, Injection, 40 mg/1 mL (NDC 82667-800-01)","Harrow Eye, LLC",2021-09-27,2025-09-17,,Limited Availability,Current,Requirements related to complying with good manufacturing practices,Ophthalmology,Reverified,Estimated duration: 12 months,1,1,1,1,0.6931471805599453,False,False
71225-126-05,Dexmedetomidine Hydrochloride Injection,Injection,"Dexmedetomidine Hydrochloride, Injection, 4 ug/1 mL (NDC 71225-126-05)",Slayback Pharma,2020-04-10,2025-09-17,,Available,Current,Unavailable,Anesthesia,Reverified,,0,14,1,52,3.970291913552122,False,False
0088-2102-24,"Rifapentine Tablet, Film Coated",Tablet,"Priftin, Tablet, Film Coated, 150 mg (NDC 0088-2102-24)",Sanofi-Aventis U.S. LLC,2020-03-25,2025-09-17,,Available,Current,Unavailable,Anti-Infective,Reverified,,0,1,1,1,0.6931471805599453,True,False
55566-2500-0,Desmopressin Acetate Spray,Spray,"Ddavp, Spray, .1 ug/1 mL (NDC 55566-2500-0)",Ferring,2021-03-12,2025-09-17,,Unavailable,Current,Requirements related to complying with good manufacturing practices,Hematology,Reverified,,1,2,1,4,1.6094379124341003,False,True
62332-599-25,Ketorolac Tromethamine Injection,Injection,"Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 62332-599-25)",Alembic Pharmaceuticals,2018-03-23,2025-09-17,,Available,Current,Unavailable,Analgesia/Addiction,Reverified,,0,7,1,25,3.258096538021482,False,False
48102-053-05,Echothiophate Iodide Ophthalmic Solution,Ophthalmic Solution,"Phospholine Iodide, Ophthalmic Solution, 0.125% (NDC 48102-053-05)",Fera Pharmaceuticals,2019-09-24,2025-09-17,,Available,Current,Unavailable,Ophthalmology,Reverified,Available through limited distribution by Walgreens Specialty Pharmacy.,0,1,1,1,0.6931471805599453,False,True
0409-0182-25,Gemcitabine Hydrochloride Injection,Injection,"Gemcitabine Hydrochloride, Injection, 2 g/52.6 mL (38 mg/mL), sterile solution in a single-dose glass vial NovaPlus (NDC 0409-0182-25)","Hospira, Inc., a Pfizer Company",2025-09-11,2025-09-11,2025-09-11,,To Be Discontinued,Unavailable,Oncology,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,False,False
0472-1030-16,Homatropine Methylbromide and Hydrocodone Bitartrate Syrup,Syrup,"Hydromet, Syrup, 1.5 mg/5 mL; 5 mg/5 mL (NDC 0472-1030-16)","Teva Pharmaceuticals USA, Inc.",2025-09-11,2025-09-11,2025-09-11,,To Be Discontinued,Unavailable,Analgesia/Addiction,New,,0,1,1,1,0.6931471805599453,True,False
0054-0390-41,Oxycodone Hydrochloride Oral Solution,Oral Solution,"Oxycodone Hydrochloride, Oral Solution, 5 mg/5 mL (NDC 0054-0390-41)","Hikma Pharmaceuticals USA, Inc.",2025-09-11,2025-09-11,2025-09-11,,To Be Discontinued,Unavailable,Analgesia/Addiction,New,Hikma has permanently discontinued (NDC 0054-0390-41) for the 15 mL bottle configuration. Hikma will continue to distribute Oxycodone Hydrochloride Oral Solution 5 mg/5 mL in the 500 mL bottle (NDC 0054-0390-63).,0,1,1,1,0.6931471805599453,True,False
0409-0181-25,Gemcitabine Hydrochloride Injection,Injection,"Gemcitabine Hydrochloride, Injection, 1 g/26.3 mL (38 mg/mL), sterile solution in a single-dose glass vial  NovaPlus (NDC 0409-0181-25)","Hospira, Inc., a Pfizer Company",2025-09-11,2025-09-11,2025-09-11,,To Be Discontinued,Unavailable,Oncology,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,False,False
0409-0183-25,Gemcitabine Hydrochloride Injection,Injection,"Gemcitabine Hydrochloride, Injection, 200 mg/5.26 mL (38 mg/mL), sterile solution in a single-dose glass vial NovaPlus (NDC 0409-0183-25)","Hospira, Inc., a Pfizer Company",2025-09-11,2025-09-11,2025-09-11,,To Be Discontinued,Unavailable,Oncology,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,False,False
0409-6531-01,Vancomycin Hydrochloride Injection,Injection,"Vancomycin Hydrochloride, Injection, 750 mg Single Dose ADD-Vantage® Glass Vial (NDC 0409-6531-01)","Hospira, Inc., a Pfizer Company",2025-09-09,2025-09-09,2025-09-09,,To Be Discontinued,Unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,False,False
0409-0144-11,Azithromycin Injection,Injection,"Azithromycin, Injection, 500 mg Single Dose ADD-Vantage® Glass Vial (NDC 0409-0144-11)","Hospira, Inc., a Pfizer Company",2025-09-09,2025-09-09,2025-09-09,,To Be Discontinued,Unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,2,1,2,1.0986122886681098,False,False
0409-6535-01,Vancomycin Hydrochloride Injection,Injection,"Vancomycin Hydrochloride, Injection, 1 g Single Dose ADD-Vantage® Glass Vial (NDC 0409-6535-01)","Hospira, Inc., a Pfizer Company",2025-09-09,2025-09-09,2025-09-09,,To Be Discontinued,Unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,False,False
47335-932-44,Vecuronium Bromide Injection,Injection,"Vecuronium Bromide, Injection, 20 mg (NDC 47335-932-44)",Sun Pharmaceutical Industries Limited,2025-09-08,2025-09-08,2025-09-08,,To Be Discontinued,Unavailable,Anesthesia,New,The 10 mg presentation remains available.,0,1,1,1,0.6931471805599453,False,False
66993-081-69,Sumatriptan Nasal Spray,Nasal Spray,"Imitrex, Nasal Spray, 5 mg/100 uL (NDC 66993-081-69)",Prasco Laboratories,2025-09-08,2025-09-08,2025-09-08,,To Be Discontinued,Unavailable,Neurology,New,"This product discontinuation is a business-related decision. The anticipated date that Prasco will cease distribution of the product is approximately February 28, 2026.",0,1,1,2,1.0986122886681098,False,True
66993-082-69,Sumatriptan Nasal Spray,Nasal Spray,"Imitrex, Nasal Spray, 20 mg/100 uL (NDC 66993-082-69)",Prasco Laboratories,2025-09-08,2025-09-08,2025-09-08,,To Be Discontinued,Unavailable,Neurology,New,"This product discontinuation is a business-related decision. The anticipated date that Prasco will cease distribution of the product is approximately March 16, 2026.",0,1,1,2,1.0986122886681098,False,True
0378-3458-23,Azelastine Hydrochloride; Fluticasone Propionate Nasal Spray,Nasal Spray,"Azelastine Hydrochloride; Fluticasone Propionate, Nasal Spray, 137 ug; 50 ug (NDC 0378-3458-23)","Mylan Pharmaceuticals Inc., a Viatris Company",2025-09-04,2025-09-04,2025-09-04,,To Be Discontinued,Unavailable,Pulmonary/Allergy,New,Discontinuation of the manufacture of the drug,0,1,1,1,0.6931471805599453,False,True
82497-010-04,Methotrexate Injection,Injection,"Otrexup, Injection, 10 mg/.4 mL (NDC 82497-010-04)","Assertio Specialty Pharmaceuticals, LLC",2025-08-29,2025-08-29,2025-08-29,,To Be Discontinued,Unavailable,Rheumatology,New,Discontinuation of the manufacture of the drug,0,1,1,7,2.0794415416798357,False,False
82497-025-04,Methotrexate Injection,Injection,"Otrexup, Injection, 25 mg/.4 mL (NDC 82497-025-04)","Assertio Specialty Pharmaceuticals, LLC",2025-08-29,2025-08-29,2025-08-29,,To Be Discontinued,Unavailable,Rheumatology,New,Discontinuation of the manufacture of the drug,0,1,1,7,2.0794415416798357,False,False
82497-022-04,Methotrexate Injection,Injection,"Otrexup, Injection, 22.5 mg/.4 mL (NDC 82497-022-04)","Assertio Specialty Pharmaceuticals, LLC",2025-08-29,2025-08-29,2025-08-29,,To Be Discontinued,Unavailable,Rheumatology,New,Discontinuation of the manufacture of the drug,0,1,1,7,2.0794415416798357,False,False
82497-020-04,Methotrexate Injection,Injection,"Otrexup, Injection, 20 mg/.4 mL (NDC 82497-020-04)","Assertio Specialty Pharmaceuticals, LLC",2025-08-29,2025-08-29,2025-08-29,,To Be Discontinued,Unavailable,Rheumatology,New,Discontinuation of the manufacture of the drug,0,1,1,7,2.0794415416798357,False,False
82497-017-04,Methotrexate Injection,Injection,"Otrexup, Injection, 17.5 mg/.4 mL (NDC 82497-017-04)","Assertio Specialty Pharmaceuticals, LLC",2025-08-29,2025-08-29,2025-08-29,,To Be Discontinued,Unavailable,Rheumatology,New,Discontinuation of the manufacture of the drug,0,1,1,7,2.0794415416798357,False,False
82497-015-04,Methotrexate Injection,Injection,"Otrexup, Injection, 15 mg/.4 mL (NDC 82497-015-04)","Assertio Specialty Pharmaceuticals, LLC",2025-08-29,2025-08-29,2025-08-29,,To Be Discontinued,Unavailable,Rheumatology,New,Discontinuation of the manufacture of the drug,0,1,1,7,2.0794415416798357,False,False
82497-012-04,Methotrexate Injection,Injection,"Otrexup, Injection, 12.5 mg/.4 mL (NDC 82497-012-04)","Assertio Specialty Pharmaceuticals, LLC",2025-08-29,2025-08-29,2025-08-29,,To Be Discontinued,Unavailable,Rheumatology,New,Discontinuation of the manufacture of the drug,0,1,1,7,2.0794415416798357,False,False
0093-7355-56,Finasteride Tablet,Tablet,"Finasteride, Tablet, 5 mg (NDC 0093-7355-56)","Teva Pharmaceuticals USA, Inc.",2025-08-19,2025-08-19,2025-08-19,,To Be Discontinued,Unavailable,Urology,New,Discontinuation of the manufacture of the drug product,0,1,1,3,1.3862943611198906,True,False
70069-064-25,Ropivacaine Hydrochloride Injection,Injection,"Ropivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 70069-064-25)","Somerset Therapeutics, LLC",2018-03-23,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,5,1,46,3.8501476017100584,False,False
71288-205-03,Furosemide Injection,Injection,"Furosemide, Injection, 10 mg/mL, 2 mL (NDC 71288-205-03)","Meitheal Pharmaceuticals, Inc.",2020-04-07,2025-08-19,,Available,Current,Unavailable,Cardiovascular,Reverified,,0,9,1,33,3.5263605246161616,False,False
43547-408-10,Clonazepam Tablet,Tablet,"Clonazepam, Tablet, 2 mg (NDC 43547-408-10)","Prinston Pharmaceutical, Inc.",2023-03-10,2025-08-19,,Available,Current,Unavailable,"Neurology, Pediatric, Psychiatry",Reverified,Marketed by Solco Healthcare,0,6,1,40,3.713572066704308,True,False
71288-563-84,Liraglutide Injection,Injection,"Liraglutide, Injection, 6 mg/1 mL (NDC 71288-563-84)","Meitheal Pharmaceuticals, Inc.",2023-07-18,2025-08-19,,Available,Current,Unavailable,Endocrinology/Metabolism,Reverified,,0,3,1,9,2.302585092994046,False,False
70069-062-10,Ropivacaine Hydrochloride Injection,Injection,"Ropivacaine Hydrochloride, Injection, 2 mg/1 mL (NDC 70069-062-10)","Somerset Therapeutics, LLC",2018-03-23,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,5,1,46,3.8501476017100584,False,False
70069-061-25,Ropivacaine Hydrochloride Injection,Injection,"Ropivacaine Hydrochloride, Injection, 2 mg/1 mL (NDC 70069-061-25)","Somerset Therapeutics, LLC",2018-03-23,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,5,1,46,3.8501476017100584,False,False
71288-563-85,Liraglutide Injection,Injection,"Liraglutide, Injection, 6 mg/1 mL (NDC 71288-563-85)","Meitheal Pharmaceuticals, Inc.",2023-07-18,2025-08-19,,Available,Current,Unavailable,Endocrinology/Metabolism,Reverified,,0,3,1,9,2.302585092994046,False,False
71288-723-52,Bupivacaine Hydrochloride Injection,Injection,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 71288-723-52)",Kindos Pharmaceuticals Co. Ltd.,2018-02-20,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,Meitheal Pharmaceuticals is distributor/labeler; product is available,0,6,1,42,3.7612001156935624,False,False
71288-203-11,Furosemide Injection,Injection,"Furosemide, Injection, 10 mg/1 mL (NDC 71288-203-11)","Meitheal Pharmaceuticals, Inc.",2020-04-07,2025-08-19,,Available,Current,Unavailable,Cardiovascular,Reverified,,0,9,1,33,3.5263605246161616,False,False
83090-002-10,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 83090-002-10)",Sintetica US,2012-02-22,2025-08-19,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 1% 10X5ML)  is Preservative free.",0,10,1,70,4.2626798770413155,False,False
70069-062-25,Ropivacaine Hydrochloride Injection,Injection,"Ropivacaine Hydrochloride, Injection, 2 mg/1 mL (NDC 70069-062-25)","Somerset Therapeutics, LLC",2018-03-23,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,5,1,46,3.8501476017100584,False,False
71288-115-30,Azacitidine Injection,Injection,"Azacitidine, Injection, 100 mg/30 mL (NDC 71288-115-30)","Meitheal Pharmaceuticals, Inc.",2020-12-18,2025-08-19,,Available,Current,Unavailable,Oncology,Reverified,,0,9,1,9,2.302585092994046,False,False
70069-064-01,Ropivacaine Hydrochloride Injection,Injection,"Ropivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 70069-064-01)","Somerset Therapeutics, LLC",2018-03-23,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,5,1,46,3.8501476017100584,False,False
82154-0451-4,Peginterferon alfa-2a Injection,Injection,"Pegasys, Injection, 180 ug/.5 mL (NDC 82154-0451-4)",pharmaand GmbH (pharma&),2025-01-24,2025-08-19,,Limited Availability,Current,Shortage of an active ingredient,Antiviral,Revised,"Pegasys availability will become more limited through Q4 2025. Product replenishment is expected sometime in 2026 and before May 31, 2026.",1,1,1,2,1.0986122886681098,False,False
70069-061-10,Ropivacaine Hydrochloride Injection,Injection,"Ropivacaine Hydrochloride, Injection, 2 mg/1 mL (NDC 70069-061-10)","Somerset Therapeutics, LLC",2018-03-23,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,5,1,46,3.8501476017100584,False,False
71288-726-52,Bupivacaine Hydrochloride Injection,Injection,"Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 71288-726-52)",Kindos Pharmaceuticals Co. Ltd.,2018-02-20,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,Meitheal Pharmaceuticals is distributor/labeler; product is available,0,6,1,42,3.7612001156935624,False,False
83090-007-10,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Injection, 40 mg/1 mL (NDC 83090-007-10)",Sintetica US,2012-02-22,2025-08-19,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 4% 10X5ML)  is Preservative free.",0,10,1,70,4.2626798770413155,False,False
71288-722-32,Bupivacaine Hydrochloride Injection,Injection,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 71288-722-32)",Kindos Pharmaceuticals Co. Ltd.,2018-02-20,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,Meitheal Pharmaceuticals is distributor/labeler; product is available,0,6,1,42,3.7612001156935624,False,False
43547-408-50,Clonazepam Tablet,Tablet,"Clonazepam, Tablet, 2 mg (NDC 43547-408-50)","Prinston Pharmaceutical, Inc.",2023-03-10,2025-08-19,,Available,Current,Unavailable,"Neurology, Pediatric, Psychiatry",Reverified,Marketed by Solco Healthcare,0,6,1,40,3.713572066704308,True,False
71288-203-05,Furosemide Injection,Injection,"Furosemide, Injection, 10 mg/1 mL (NDC 71288-203-05)","Meitheal Pharmaceuticals, Inc.",2020-04-07,2025-08-19,,Available,Current,Unavailable,Cardiovascular,Reverified,,0,9,1,33,3.5263605246161616,False,False
70069-753-25,Bupivacaine Hydrochloride Injection,Injection,"Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 70069-753-25)","Somerset Therapeutics, LLC",2018-02-20,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,6,1,42,3.7612001156935624,False,False
43547-406-10,Clonazepam Tablet,Tablet,"Clonazepam, Tablet, .5 mg (NDC 43547-406-10)","Prinston Pharmaceutical, Inc.",2023-03-10,2025-08-19,,Available,Current,Unavailable,"Neurology, Pediatric, Psychiatry",Reverified,Marketed by Solco Healthcare,0,6,1,40,3.713572066704308,True,False
43547-407-11,Clonazepam Tablet,Tablet,"Clonazepam, Tablet, 1 mg (NDC 43547-407-11)","Prinston Pharmaceutical, Inc.",2023-03-10,2025-08-19,,Available,Current,Unavailable,"Neurology, Pediatric, Psychiatry",Reverified,Marketed by Solco Healthcare,0,6,1,40,3.713572066704308,True,False
70069-021-25,Dexamethasone Sodium Phosphate Injection,Injection,"Dexamethasone Sodium Phosphate Preservative Free, Injection, 10 mg/1 mL (NDC 70069-021-25)","Somerset Therapeutics, LLC",2019-02-08,2025-08-19,,Available,Current,Unavailable,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Reverified,,0,5,1,16,2.833213344056216,False,False
71288-718-11,Rocuronium Bromide Injection,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 71288-718-11)","Meitheal Pharmaceuticals, Inc.",2023-02-15,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,11,1,26,3.295836866004329,False,False
83090-001-10,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 83090-001-10)",Sintetica US,2012-02-22,2025-08-19,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 1% 10X2ML) is Preservative free.",0,10,1,70,4.2626798770413155,False,False
71288-725-32,Bupivacaine Hydrochloride Injection,Injection,"Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 71288-725-32)",Kindos Pharmaceuticals Co. Ltd.,2018-02-20,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,Meitheal Pharmaceuticals is distributor/labeler; product is available,0,6,1,42,3.7612001156935624,False,False
43547-407-10,Clonazepam Tablet,Tablet,"Clonazepam, Tablet, 1 mg (NDC 43547-407-10)","Prinston Pharmaceutical, Inc.",2023-03-10,2025-08-19,,Available,Current,Unavailable,"Neurology, Pediatric, Psychiatry",Reverified,Marketed by Solco Healthcare,0,6,1,40,3.713572066704308,True,False
71288-700-06,Rocuronium Bromide Injection,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 71288-700-06)","Meitheal Pharmaceuticals, Inc.",2023-02-15,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,11,1,26,3.295836866004329,False,False
0093-7355-05,Finasteride Tablet,Tablet,"Finasteride, Tablet, 5 mg (NDC 0093-7355-05)","Teva Pharmaceuticals USA, Inc.",2025-08-19,2025-08-19,2025-08-19,,To Be Discontinued,Unavailable,Urology,New,Discontinuation of the manufacture of the drug product,0,1,1,3,1.3862943611198906,True,False
83090-004-10,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 83090-004-10)",Sintetica US,2012-02-22,2025-08-19,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 2% 10X2ML)  is Preservative free.",0,10,1,70,4.2626798770413155,False,False
43547-407-50,Clonazepam Tablet,Tablet,"Clonazepam, Tablet, 1 mg (NDC 43547-407-50)","Prinston Pharmaceutical, Inc.",2023-03-10,2025-08-19,,Available,Current,Unavailable,"Neurology, Pediatric, Psychiatry",Reverified,Marketed by Solco Healthcare,0,6,1,40,3.713572066704308,True,False
83090-005-10,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 83090-005-10)",Sintetica US,2012-02-22,2025-08-19,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 2% 10X5ML)  is Preservative free.",0,10,1,70,4.2626798770413155,False,False
71288-505-03,Dexmedetomidine Hydrochloride Injection,Injection,"Dexmedetomidine Hydrochloride, Injection, 100 ug/1 mL (NDC 71288-505-03)","Meitheal Pharmaceuticals, Inc.",2021-04-10,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,14,1,52,3.970291913552122,False,False
82154-0449-1,Peginterferon alfa-2a Injection,Injection,"Pegasys, Injection, 180 ug/1 mL (NDC 82154-0449-1)",pharmaand GmbH (pharma&),2025-01-24,2025-08-19,,Limited Availability,Current,Shortage of an active ingredient,Antiviral,Revised,"Pegasys availability will become more limited through Q4 2025. Product replenishment is expected sometime in 2026 and before May 31, 2026.",1,1,1,2,1.0986122886681098,False,False
83090-006-10,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 83090-006-10)",Sintetica US,2012-02-22,2025-08-19,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 2% 10X10ML) is Preservative free.",0,10,1,70,4.2626798770413155,False,False
71288-728-32,Bupivacaine Hydrochloride Injection,Injection,"Bupivacaine Hydrochloride, Injection, 7.5 mg/1 mL (NDC 71288-728-32)",Kindos Pharmaceuticals Co. Ltd.,2018-02-20,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,Meitheal Pharmaceuticals is distributor/labeler; product is available,0,6,1,42,3.7612001156935624,False,False
43547-406-11,Clonazepam Tablet,Tablet,"Clonazepam, Tablet, .5 mg (NDC 43547-406-11)","Prinston Pharmaceutical, Inc.",2023-03-10,2025-08-19,,Available,Current,Unavailable,"Neurology, Pediatric, Psychiatry",Reverified,Marketed by Solco Healthcare,0,6,1,40,3.713572066704308,True,False
43547-406-50,Clonazepam Tablet,Tablet,"Clonazepam, Tablet, .5 mg (NDC 43547-406-50)","Prinston Pharmaceutical, Inc.",2023-03-10,2025-08-19,,Available,Current,Unavailable,"Neurology, Pediatric, Psychiatry",Reverified,Marketed by Solco Healthcare,0,6,1,40,3.713572066704308,True,False
70069-752-25,Bupivacaine Hydrochloride Injection,Injection,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 70069-752-25)","Somerset Therapeutics, LLC",2018-02-20,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,6,1,42,3.7612001156935624,False,False
70069-064-10,Ropivacaine Hydrochloride Injection,Injection,"Ropivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 70069-064-10)","Somerset Therapeutics, LLC",2018-03-23,2025-08-19,,Available,Current,Unavailable,Anesthesia,Reverified,,0,5,1,46,3.8501476017100584,False,False
83090-003-10,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 83090-003-10)",Sintetica US,2012-02-22,2025-08-19,,Available,Current,Unavailable,"Anesthesia, Pediatric",Reverified,"Inventory available at Cardinal Health, McKesson, Cencora (FKA Amerisource Bergen). Product (LIDOCAINE HCL 1% 10X10ML) is Preservative free.",0,10,1,70,4.2626798770413155,False,False
0093-7355-98,Finasteride Tablet,Tablet,"Finasteride, Tablet, 5 mg (NDC 0093-7355-98)","Teva Pharmaceuticals USA, Inc.",2025-08-19,2025-08-19,2025-08-19,,To Be Discontinued,Unavailable,Urology,New,Discontinuation of the manufacture of the drug product,0,1,1,3,1.3862943611198906,True,False
0591-3985-60,Celecoxib Capsule,Capsule,"Celecoxib, Capsule, 400 mg (NDC 0591-3985-60)","Teva Pharmaceuticals USA, Inc.",2025-08-15,2025-08-15,2025-08-15,,To Be Discontinued,Unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
0591-3983-05,Celecoxib Capsule,Capsule,"Celecoxib, Capsule, 100 mg (NDC 0591-3983-05)","Teva Pharmaceuticals USA, Inc.",2025-08-15,2025-08-15,2025-08-15,,To Be Discontinued,Unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
0591-3983-01,Celecoxib Capsule,Capsule,"Celecoxib, Capsule, 100 mg (NDC 0591-3983-01)","Teva Pharmaceuticals USA, Inc.",2025-08-15,2025-08-15,2025-08-15,,To Be Discontinued,Unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
0591-3984-01,Celecoxib Capsule,Capsule,"Celecoxib, Capsule, 200 mg (NDC 0591-3984-01)","Teva Pharmaceuticals USA, Inc.",2025-08-15,2025-08-15,2025-08-15,,To Be Discontinued,Unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
0591-3984-05,Celecoxib Capsule,Capsule,"Celecoxib, Capsule, 200 mg (NDC 0591-3984-05)","Teva Pharmaceuticals USA, Inc.",2025-08-15,2025-08-15,2025-08-15,,To Be Discontinued,Unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
0591-3982-60,Celecoxib Capsule,Capsule,"Celecoxib, Capsule, 50 mg (NDC 0591-3982-60)","Teva Pharmaceuticals USA, Inc.",2025-08-15,2025-08-15,2025-08-15,,To Be Discontinued,Unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
66658-230-01,Palivizumab Injection,Injection,"Synagis, Injection, 50 mg/.5 mL (NDC 66658-230-01)",Swedish Orphan Biovitrum AB,2025-08-13,2025-08-13,2025-08-13,,To Be Discontinued,Unavailable,Antiviral,New,Discontinuation of the manufacture of the drug. Product expected to be available through September 2026.,0,1,1,2,1.0986122886681098,False,False
66658-231-01,Palivizumab Injection,Injection,"Synagis, Injection, 100 mg/1 mL (NDC 66658-231-01)",Swedish Orphan Biovitrum AB,2025-08-13,2025-08-13,2025-08-13,,To Be Discontinued,Unavailable,Antiviral,New,Discontinuation of the manufacture of the drug. Product expected to be available through July 2026.,0,1,1,2,1.0986122886681098,False,False
23155-578-01,Desipramine Hydrochloride Tablet,Tablet,"Desipramine Hydrochloride, Tablet, 10 mg (NDC 23155-578-01)","Avet Pharmaceuticals, Inc.",2025-08-12,2025-08-12,2025-08-12,,To Be Discontinued,Unavailable,Psychiatry,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
23155-580-01,Desipramine Hydrochloride Tablet,Tablet,"Desipramine Hydrochloride, Tablet, 50 mg (NDC 23155-580-01)","Avet Pharmaceuticals, Inc.",2025-08-12,2025-08-12,2025-08-12,,To Be Discontinued,Unavailable,Psychiatry,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
23155-583-25,Desipramine Hydrochloride Tablet,Tablet,"Desipramine Hydrochloride, Tablet, 150 mg (NDC 23155-583-25)","Avet Pharmaceuticals, Inc.",2025-08-12,2025-08-12,2025-08-12,,To Be Discontinued,Unavailable,Psychiatry,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
23155-581-01,Desipramine Hydrochloride Tablet,Tablet,"Desipramine Hydrochloride, Tablet, 75 mg (NDC 23155-581-01)","Avet Pharmaceuticals, Inc.",2025-08-12,2025-08-12,2025-08-12,,To Be Discontinued,Unavailable,Psychiatry,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
