package_ndc,generic_name,dosage_form,presentation,company_name,initial_posting_date,update_date,discontinued_date,availability,status,shortage_reason,therapeutic_category,update_type,related_info,shortage,manufacturer_count,shortage_frequency,drug_shortage_frequency,log_drug_freq,complexity_Low,complexity_Medium,generic_clean,ingredient_clean,true_manufacturer_count,log_manufacturer_count,prev_shortage_date,days_since_last_shortage_x,log_days_since_last_shortage,days_since_last_shortage_y,days_since_last_shortage,rolling_shortage_12m,log_rolling_shortage_12m,future_shortage,approval_year,drug_age,reason_manufacturing,reason_quality,reason_demand,reason_unknown,manufacturer_risk,category_demand_score_x,is_injectable,is_tablet,is_capsule,manufacturer_risk_scaled,category_demand_score_y,category_demand_score
0078-0379-05,Amlodipine Besylate; Benazepril Hydrochloride Capsule,capsule,"Lotrel, Capsule, 10 mg; 40 mg (NDC 0078-0379-05)",Novartis Pharmaceuticals Corporation,2025-06-24,2025-06-24,2025-06-24,,To Be Discontinued,unavailable,Cardiovascular,New,Permanent discontinuation in the manufacturing of the drug,0,1,1,4,1.6094379124341005,True,False,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,22.0,3.1354942159291497,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.19135802469135801,0,0,1,0.0,0.19135802469135801,0.19135802469135801
50742-406-20,Oxaliplatin Injection,injection,"Oxaliplatin, Injection, 100 mg/20 mL (NDC 50742-406-20)",Novast Labs,2025-04-22,2025-04-22,2025-04-22,,To Be Discontinued,unavailable,Oncology,New,This product is distributed by Ingenus Pharmaceuticals. Customer service: customerservice@ingenus.com or 866-321-5031,0,3,1,6,1.9459101490553128,False,False,OXALIPLATIN,OXALIPLATIN,14.0,2.70805020110221,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.27586206896551724,1,0,0,0.0,0.27586206896551724,0.27586206896551724
0574-2415-65,"Methylphenidate Film, Extended Release","film, extended release","Methylphenidate, Film, Extended Release, 15 mg (NDC 0574-2415-65)","Noven Pharmaceuticals, Inc.",2025-02-28,2025-12-18,,Available,Current,unavailable,Psychiatry,Revised,Available. Distributed by Padagis US LLC,0,1,1,4,1.6094379124341005,False,True,METHYLPHENIDATE FILM,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.358974358974359,0,0,0,0.0,0.358974358974359,0.358974358974359
73070-100-11,Insulin Aspart Injection,injection,"Insulin Aspart, Injection, 10 mL Insulin Aspart vial (NDC 73070-100-11)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin Aspart 10 mL vial will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,3,1.3862943611198906,False,False,INSULIN ASPART,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.3333333333333333,0.043478260869565216,1,0,0,0.23104906018664842,0.043478260869565216,0.043478260869565216
73070-200-11,Insulin Aspart Protamine and Insulin Aspart Mix 70/30 Injectable Suspension,injectable suspension,"Insulin Aspart Protamine and Insulin Aspart Mix 70/30, Injectable Suspension, 10 mL Insulin aspart protamine and insulin aspart Mix 70/30 vial (NDC 73070-200-11)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin Aspart Protamine and Insulin Aspart Mix 70/30 10 mL vial will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,2,1.0986122886681098,False,False,INSULIN ASPART PROTAMINE AND INSULIN ASPART MIX 70/30 INJECTABLE,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.25,0.043478260869565216,0,0,0,0.17328679513998632,0.043478260869565216,0.043478260869565216
73070-403-15,Insulin Degludec Injection,injection,"Insulin Degludec, Injection, 3 mL Insulin Degludec 100 units/mL (U-100) FlexTouch® (NDC 73070-403-15)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin Degludec 3 mL U-100 FlexTouch® will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,3,1.3862943611198906,False,False,INSULIN DEGLUDEC,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.2222222222222222,0.043478260869565216,1,0,0,0.15403270679109896,0.043478260869565216,0.043478260869565216
60793-700-10,Penicillin G Benzathine Injection,injection,"Bicillin L-A, Injection, 600000 [iU]/1 mL (NDC 60793-700-10)",Pfizer Inc.,2023-04-26,2026-03-27,,Limited Availability,Current,other,Anti-Infective,Revised,Next Delivery: October 2027; Estimated Recovery: December 2027; Shortage per Manufacturer: Manufacturing Delay,1,2,1,4,1.6094379124341005,False,False,PENICILLIN G BENZATHINE,PENICILLIN G BENZATHINE,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2023,0,0,0,0,0,0.20588235294117646,0.36538461538461536,1,0,0,0.14270677246822402,0.36538461538461536,0.36538461538461536
0069-4310-71,Prazosin Hydrochloride Capsule,capsule,"Minipress, Capsule, 1 mg (NDC 0069-4310-71)",Pfizer Inc.,2023-04-28,2023-04-28,2023-04-28,,To Be Discontinued,unavailable,Cardiovascular,New,Discontinuation of the manufacture of the drug. Supply expected to exhaust in August 2023,0,1,1,3,1.3862943611198906,True,False,PRAZOSIN HYDROCHLORIDE,PRAZOSIN HYDROCHLORIDE,10.0,2.3978952727983707,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2023,0,0,0,0,0,0.24324324324324326,0.19135802469135801,0,0,1,0.5832718231131172,0.19135802469135801,0.19135802469135801
0409-2026-01,Docetaxel Injection,injection,"Docetaxel, Injection, 20 mg/2 mL (10 mg/mL) Single Dose ONCO-TAIN™ Glass Fliptop Vial Novaplus®  (NDC 0409-2026-01)",Pfizer Inc.,2025-06-24,2025-06-24,2025-06-24,,To Be Discontinued,unavailable,Oncology,New,Discontinuation of the manufacture of the drug,0,2,1,4,1.6094379124341005,False,False,DOCETAXEL,DOCETAXEL,18.0,2.9444389791664403,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.23076923076923078,0.27586206896551724,1,0,0,0.6794859182691786,0.27586206896551724,0.27586206896551724
0409-1060-01,Pemetrexed Ditromethamine Injection,injection,"Pemetrexed Ditromethamine, Injection, 100 mg Single Dose Vial (NDC 0409-1060-01)",Pfizer Inc.,2025-07-17,2025-07-17,2025-07-17,,To Be Discontinued,unavailable,Oncology,New,Discontinuation of the manufacture of the drug.,0,1,1,2,1.0986122886681098,False,False,PEMETREXED DITROMETHAMINE,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.21951219512195122,0.27586206896551724,1,0,0,0.15215425914730507,0.27586206896551724,0.27586206896551724
61570-075-50,Esterified Estrogens Tablet,tablet,"Menest, Tablet, 2.5 mg (NDC 61570-075-50)",Pfizer Inc.,2025-07-29,2025-07-29,2025-07-29,,To Be Discontinued,unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,4,1.6094379124341005,True,False,ESTERIFIED ESTROGENS,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.21428571428571427,0.043478260869565216,0,1,0,0.14853153869141683,0.043478260869565216,0.043478260869565216
0071-3112-23,Hydrochlorothiazide; Quinapril Hydrochloride Tablet,tablet,"Accuretic, Tablet, 12.5 mg; 10 mg (NDC 0071-3112-23)",Pfizer Inc.,2025-10-01,2025-10-01,2025-10-01,,To Be Discontinued,unavailable,Cardiovascular,New,Discontinuation of the manufacture of the drug,0,1,1,2,1.0986122886681098,True,False,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,13.0,2.6390573296152584,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.2,0.19135802469135801,0,1,0,0.5278114659230517,0.19135802469135801,0.19135802469135801
0071-0530-23,Quinapril Hydrochloride Tablet,tablet,"Accupril, Tablet, 10 mg (NDC 0071-0530-23)",Pfizer Inc.,2025-10-01,2025-10-01,2025-10-01,,To Be Discontinued,unavailable,Cardiovascular,New,Discontinuation of the manufacture of the drug,0,5,1,20,3.044522437723423,True,False,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE,4.0,1.6094379124341003,2023-01-19,986.0,6.894670039433482,986.0,986.0,0,0.0,0,2025,0,0,0,0,0,0.1956521739130435,0.19135802469135801,0,1,0,0.31489002634580227,0.19135802469135801,0.19135802469135801
0025-1031-31,Spironolactone Tablet,tablet,"Aldactone, Tablet, 100 mg (NDC 0025-1031-31)",Pfizer Inc.,2025-12-10,2025-12-10,2025-12-10,,To Be Discontinued,unavailable,Cardiovascular,New,Discontinuation of the manufacture of the drug.,0,1,1,2,1.0986122886681098,True,False,SPIRONOLACTONE,SPIRONOLACTONE,14.0,2.70805020110221,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.1836734693877551,0.19135802469135801,0,1,0,0.49739697571265085,0.19135802469135801,0.19135802469135801
0009-0395-14,Clindamycin Hydrochloride Capsule,capsule,"Cleocin Hydrochloride, Capsule, 300 mg (NDC 0009-0395-14)",Pfizer Inc.,2026-02-25,2026-02-25,2026-02-25,,To Be Discontinued,unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,True,False,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,8.0,2.1972245773362196,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.18,0.36538461538461536,0,0,1,0.3955004239205195,0.36538461538461536,0.36538461538461536
0009-0104-04,Lincomycin Hydrochloride Injection,injection,"Lincocin, Injection, 2 mL multiple dose vial (NDC 0009-0104-04)",Pfizer Inc.,2026-02-25,2026-02-25,2026-02-25,,To Be Discontinued,unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,2,1,3,1.3862943611198906,False,False,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN HYDROCHLORIDE,5.0,1.791759469228055,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.17307692307692307,0.36538461538461536,1,0,0,0.3101122158279326,0.36538461538461536,0.36538461538461536
66993-081-69,Sumatriptan Nasal Spray,nasal spray,"Imitrex, Nasal Spray, 5 mg/100 uL (NDC 66993-081-69)",Prasco Laboratories,2025-09-08,2025-09-08,2025-09-08,,To Be Discontinued,unavailable,Neurology,New,"This product discontinuation is a business-related decision. The anticipated date that Prasco will cease distribution of the product is approximately February 28, 2026.",0,1,1,2,1.0986122886681098,False,True,SUMATRIPTAN NASAL SPRAY,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.2,0,0,0,0.0,0.2,0.2
64980-642-03,Albuterol Sulfate Solution,solution,"Albuterol Sulfate, Solution, 2.5 mg/.5 mL (NDC 64980-642-03)","Rising Pharma Holdings, Inc.",2022-10-25,2026-01-14,,Available,Current,unavailable,"Pediatric, Pulmonary/Allergy",Reverified,,0,3,1,3,1.3862943611198906,True,False,ALBUTEROL SULFATE,ALBUTEROL SULFATE,29.0,3.4011973816621555,2022-10-25,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2022,0,0,0,0,0,0.5,0.0,0,0,0,1.7005986908310777,0.0,0.0
0781-2076-10,Tamsulosin Hydrochloride Capsule,capsule,"Tamsulosin Hydrochloride, Capsule, .4 mg (NDC 0781-2076-10)",Sandoz Inc.,2025-04-10,2025-04-10,2025-04-10,,To Be Discontinued,unavailable,Urology,New,,0,1,1,3,1.3862943611198906,True,False,TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE,12.0,2.5649493574615367,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.3333333333333333,0.0,0,0,1,0.8549831191538455,0.0,0.0
61314-454-20,Adalimumab-adaz Injection,injection,"Hyrimoz, Injection, 80 mg/.8 mL (NDC 61314-454-20)",Sandoz Inc.,2025-04-14,2025-04-14,2025-04-14,,To Be Discontinued,unavailable,Rheumatology,New,Equivalent Sandoz format is available.,0,1,1,8,2.19722457733622,False,False,ADALIMUMAB-ADAZ,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.2857142857142857,0.11428571428571428,1,0,0,0.19804205158855578,0.11428571428571428,0.11428571428571428
0781-2234-10,Omeprazole Delayed Release Capsule,,"Omeprazole, Delayed Release Capsule, 40 mg (NDC 0781-2234-10)",Sandoz Inc.,2025-10-09,2025-10-09,2025-10-09,,To Be Discontinued,unavailable,Gastroenterology,New,Discontinuation of the manufacture of the drug,0,1,1,10,2.3978952727983707,False,True,OMEPRAZOLE DELAYED RELEASE,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.23529411764705882,0.08,0,0,0,0.1630934542493989,0.08,0.08
0781-3518-76,Pemetrexed Disodium Injection,injection,"Pemetrexed Disodium, Injection, 100 mg/4 mL (NDC 0781-3518-76)",Sandoz Inc.,2025-10-10,2025-10-10,2025-10-10,,To Be Discontinued,unavailable,Oncology,New,Discontinuation of the manufacture of the drug,0,2,1,4,1.6094379124341005,False,False,PEMETREXED DISODIUM,PEMETREXED DISODIUM,17.0,2.8903717578961645,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.15384615384615385,0.27586206896551724,1,0,0,0.4446725781378715,0.27586206896551724,0.27586206896551724
0781-3315-70,Oxaliplatin Injection,injection,"Oxaliplatin, Injection, 5 mg/1 mL (NDC 0781-3315-70)",Sandoz Inc.,2025-10-20,2025-10-20,2025-10-20,,To Be Discontinued,unavailable,Oncology,New,Discontinuation of the manufacture of the drug,0,3,1,6,1.9459101490553128,False,False,OXALIPLATIN,OXALIPLATIN,14.0,2.70805020110221,2025-04-22,181.0,5.204006687076795,181.0,181.0,1,0.6931471805599453,0,2025,0,0,0,0,0,0.14285714285714285,0.27586206896551724,1,0,0,0.3868643144431728,0.27586206896551724,0.27586206896551724
0781-9408-95,Ampicillin Sodium Injection,injection,"Ampicillin Sodium, Injection, 2 g (NDC 0781-9408-95)",Sandoz Inc.,2025-12-08,2025-12-08,2025-12-08,,To Be Discontinued,unavailable,Anti-Infective,New,Discontinuation of private label only,0,1,1,5,1.791759469228055,False,False,AMPICILLIN SODIUM,AMPICILLIN SODIUM,8.0,2.1972245773362196,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.13333333333333333,0.36538461538461536,1,0,0,0.2929632769781626,0.36538461538461536,0.36538461538461536
61314-473-64,Adalimumab-adaz Injection,injection,"Hyrimoz, Injection, 40 mg/.4 mL (NDC 61314-473-64)",Sandoz Inc.,2026-01-13,2026-01-13,2026-01-13,,To Be Discontinued,unavailable,Rheumatology,New,Equivalent Sandoz format is available.,0,1,1,8,2.19722457733622,False,False,ADALIMUMAB-ADAZ,,1.0,0.6931471805599453,2025-04-14,274.0,5.616771097666572,274.0,274.0,1,0.6931471805599453,0,2026,0,0,0,0,0,0.11764705882352941,0.11428571428571428,1,0,0,0.08154672712469944,0.11428571428571428,0.11428571428571428
0781-8017-01,"Fluvastatin Sodium Tablet, Extended Release",tablet,"Fluvastatin Sodium, Tablet, Extended Release, 80 mg (NDC 0781-8017-01)",Sandoz Inc.,2026-01-27,2026-01-27,2026-01-27,,To Be Discontinued,unavailable,Cardiovascular,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,True,False,FLUVASTATIN SODIUM,FLUVASTATIN SODIUM,4.0,1.6094379124341003,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.10526315789473684,0.19135802469135801,0,1,0,0.16941451709832633,0.19135802469135801,0.19135802469135801
58468-0127-1,Doxercalciferol Injection,injection,"Hectorol, Injection, 4 mcg/2 mL injection 50 multiple-dose vials (NDC 58468-0127-1)",Sanofi-Aventis U.S. LLC,2025-12-10,2025-12-10,2025-12-10,,To Be Discontinued,unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,False,False,DOXERCALCIFEROL,DOXERCALCIFEROL,9.0,2.302585092994046,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.043478260869565216,1,0,0,0.0,0.043478260869565216,0.043478260869565216
65282-1605-1,Lidocaine Hydrochloride Injection,injection,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 65282-1605-1)","Spectra Medical Devices, LLC",2018-06-14,2026-02-19,,Available,Current,unavailable,Anesthesia,Reverified,,0,10,1,70,4.262679877041316,False,False,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,28.0,3.367295829986474,2018-06-13,1.0,0.6931471805599453,1.0,1.0,3,1.3862943611198906,0,2018,0,0,0,0,0,0.0,0.2558139534883721,1,0,0,0.0,0.2558139534883721,0.2558139534883721
45567-0060-2,Technetium TC-99M Pyrophosphate Kit Injection,injection,"CIS-PYRO, Injection, 12 mg/10 mL (NDC 45567-0060-2)","Sun Pharmaceutical Industries, Inc.",2023-12-27,2026-03-18,,Unavailable,Current,shortage of an active ingredient,Medical Imaging,Revised,New supply anticipated Q2 2026,1,2,1,3,1.3862943611198906,False,False,TECHNETIUM TC-99M PYROPHOSPHATE,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2023,0,0,0,0,0,0.2777777777777778,1.0,1,0,0,0.1925408834888737,1.0,1.0
57664-656-88,Pindolol Tablet,tablet,"Pindolol, Tablet, 10 mg (NDC 57664-656-88)","Sun Pharmaceutical Industries, Inc.",2026-01-30,2026-01-30,2026-01-30,,To Be Discontinued,unavailable,Cardiovascular,New,Discontinuation of the manufacture of the drug; Expiry date of last distributed batch October 2026,0,1,1,2,1.0986122886681098,True,False,PINDOLOL,PINDOLOL,5.0,1.791759469228055,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.25,0.19135802469135801,0,1,0,0.44793986730701374,0.19135802469135801,0.19135802469135801
66658-230-01,Palivizumab Injection,injection,"Synagis, Injection, 50 mg/.5 mL (NDC 66658-230-01)",Swedish Orphan Biovitrum AB,2025-08-13,2025-08-13,2025-08-13,,To Be Discontinued,unavailable,Antiviral,New,Discontinuation of the manufacture of the drug. Product expected to be available through September 2026.,0,1,1,2,1.0986122886681098,False,False,PALIVIZUMAB,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.25,1,0,0,0.0,0.25,0.25
54092-172-12,"Carbamazepine Capsule, Extended Release","capsule, extended release","Carbatrol, Capsule, Extended Release, 200 mg (NDC 54092-172-12)",Takeda Pharmaceuticals USA Inc.,2025-12-19,2025-12-19,2025-12-19,,To Be Discontinued,unavailable,Neurology,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,True,False,CARBAMAZEPINE,CARBAMAZEPINE,24.0,3.2188758248682006,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.2,0,0,1,0.0,0.2,0.2
64764-805-10,Ramelteon Tablet,tablet,"Rozerem, Tablet, 8 mg (NDC 64764-805-10)",Takeda Pharmaceuticals USA Inc.,2026-03-19,2026-03-19,2026-03-19,,To Be Discontinued,unavailable,Psychiatry,New,Product is expected to be available through February 2027.,0,1,1,2,1.0986122886681098,True,False,RAMELTEON,RAMELTEON,10.0,2.3978952727983707,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.0,0.358974358974359,0,1,0,0.0,0.358974358974359,0.358974358974359
0703-4636-01,"Streptozocin Powder, For Solution","powder, for solution","Zanosar, Powder, For Solution, 100 mg/1 mL (NDC 0703-4636-01)","Teva Pharmaceuticals USA, Inc.",2022-07-12,2026-03-16,,Unavailable,Current,other,Oncology,Revised,Estimated recovery: TBD,1,2,1,2,1.0986122886681098,True,False,STREPTOZOCIN,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2022,0,0,0,0,0,0.5,0.27586206896551724,0,0,0,0.34657359027997264,0.27586206896551724,0.27586206896551724
0591-2888-30,Hydroxocobalamin Injection,injection,"Hydroxocobalamin, Injection, 1000 MCG/ML, 30 ML Multi-Dose Vial (NDC 0591-2888-30)","Teva Pharmaceuticals USA, Inc.",2024-11-04,2026-04-01,,Unavailable,Current,other,Other,Revised,Estimated recovery: June 2026,1,2,1,2,1.0986122886681098,False,False,HYDROXOCOBALAMIN,HYDROXOCOBALAMIN,2.0,1.0986122886681098,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2024,0,0,0,0,0,0.18604651162790697,0.21428571428571427,1,0,0,0.20439298393825298,0.21428571428571427,0.21428571428571427
62037-560-10,"Potassium Chloride Capsule, Extended Release","capsule, extended release","Potassium Chloride, Capsule, Extended Release, 750 mg (NDC 62037-560-10)","Teva Pharmaceuticals USA, Inc.",2025-05-19,2025-05-19,2025-05-19,,To Be Discontinued,unavailable,"Endocrinology/Metabolism, Gastroenterology",New,,0,1,1,6,1.9459101490553128,True,False,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,40.0,3.713572066704308,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.18181818181818182,0.0,0,0,1,0.6751949212189651,0.0,0.0
0093-0109-01,Carbamazepine Tablet,tablet,"Epitol, Tablet, 200 mg (NDC 0093-0109-01)","Teva Pharmaceuticals USA, Inc.",2025-06-10,2025-06-10,2025-06-10,,To Be Discontinued,unavailable,Neurology,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,True,False,CARBAMAZEPINE,CARBAMAZEPINE,24.0,3.2188758248682006,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.16326530612244897,0.2,0,1,0,0.5255307469172572,0.2,0.2
0093-8035-05,Glyburide Tablet,tablet,"Glyburide (Micronized), Tablet, 3 mg (NDC 0093-8035-05)","Teva Pharmaceuticals USA, Inc.",2025-06-10,2025-06-10,2025-06-10,,To Be Discontinued,unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,4,1.6094379124341005,True,False,GLYBURIDE,GLYBURIDE,8.0,2.1972245773362196,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.1568627450980392,0.043478260869565216,0,1,0,0.34466267879783835,0.043478260869565216,0.043478260869565216
0591-5553-05,Doxycycline Hyclate Tablet,tablet,"Doxycycline Hyclate, Tablet, 100 mg (NDC 0591-5553-05)","Teva Pharmaceuticals USA, Inc.",2025-06-13,2025-06-13,2025-06-13,,To Be Discontinued,unavailable,Anti-Infective,New,,0,2,2,6,1.9459101490553128,True,False,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,36.0,3.6109179126442243,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.14814814814814814,0.36538461538461536,0,1,0,0.5349508018732184,0.36538461538461536,0.36538461538461536
59310-812-06,Fluticasone Propionate; Salmeterol Xinafoate Powder,powder,"AirDuo RespiClick, Powder, 113 ug; 14 ug (NDC 59310-812-06)","Teva Pharmaceuticals USA, Inc.",2025-06-13,2025-06-13,2025-06-13,,To Be Discontinued,unavailable,Pulmonary/Allergy,New,,0,1,1,3,1.3862943611198906,False,True,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,15.0,2.772588722239781,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.14285714285714285,0.0,0,0,0,0.39608410317711157,0.0,0.0
57844-140-01,Phentermine Hydrochloride Tablet,tablet,"Adipex-P, Tablet, 37.5 mg (NDC 57844-140-01)","Teva Pharmaceuticals USA, Inc.",2025-06-13,2025-06-13,2025-06-13,,To Be Discontinued,unavailable,Other,New,,0,1,1,2,1.0986122886681098,True,False,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,12.0,2.5649493574615367,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.13793103448275862,0.21428571428571427,0,1,0,0.3537861182705568,0.21428571428571427,0.21428571428571427
0093-7201-98,Pravastatin Sodium Tablet,tablet,"Pravastatin Sodium, Tablet, 20 mg (NDC 0093-7201-98)","Teva Pharmaceuticals USA, Inc.",2025-06-13,2025-06-13,2025-06-13,,To Be Discontinued,unavailable,Cardiovascular,New,,0,1,1,8,2.19722457733622,True,False,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,12.0,2.5649493574615367,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.13559322033898305,0.19135802469135801,0,1,0,0.34778974338461516,0.19135802469135801,0.19135802469135801
0093-3750-63,Tobramycin Solution,solution,"Tobramycin, Solution, 300 mg/4 mL (NDC 0093-3750-63)","Teva Pharmaceuticals USA, Inc.",2025-06-16,2025-06-16,2025-06-16,,To Be Discontinued,unavailable,Pulmonary/Allergy,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,True,False,TOBRAMYCIN,TOBRAMYCIN,20.0,3.044522437723423,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.12121212121212122,0.0,0,0,0,0.3690330227543543,0.0,0.0
0093-5538-01,Eszopiclone Tablet,tablet,"Eszopiclone, Tablet, 2 mg (NDC 0093-5538-01)","Teva Pharmaceuticals USA, Inc.",2025-06-26,2025-06-26,2025-06-26,,To Be Discontinued,unavailable,Neurology,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,True,False,ESZOPICLONE,ESZOPICLONE,11.0,2.4849066497880004,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.11764705882352941,0.2,0,1,0,0.29234195879858826,0.2,0.2
45963-614-55,Irinotecan Hydrochloride Injection,injection,"Irinotecan Hydrochloride, Injection, 20 mg/1 mL (NDC 45963-614-55)","Teva Pharmaceuticals USA, Inc.",2025-08-04,2025-08-04,2025-08-04,,To Be Discontinued,unavailable,Oncology,New,Product not anticipated to be available beyond mid-late September 2025,0,3,1,6,1.9459101490553128,False,False,IRINOTECAN HYDROCHLORIDE,IRINOTECAN HYDROCHLORIDE,17.0,2.8903717578961645,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.11428571428571428,0.27586206896551724,1,0,0,0.33032820090241877,0.27586206896551724,0.27586206896551724
